D,p,dKthr,A
2.8750973e-09,1.2127032,7.2605443,74.016396
6.8860195e-11,1.2779124,6.66486,83.83611
1.6079641e-09,1.1849302,6.5994253,74.73031
2.0798452e-09,1.2982202,7.049722,82.90277
6.6999106e-10,1.1758399,7.0598135,78.12938
2.8306995e-09,1.2454478,7.1321077,75.69522
3.15737e-09,1.3055031,6.8493867,87.69356
1.4387446e-09,1.1534663,6.9817734,79.00191
2.1282542e-09,1.2323546,7.0262055,80.567665
1.0254827e-09,1.142924,7.509198,74.454605
5.5249105e-10,1.2344718,6.850253,76.63127
1.5579199e-09,1.3082662,7.3714027,71.6867
2.658161e-09,1.2182398,7.155201,69.163536
3.498374e-09,1.2114029,7.0539045,76.157394
5.131888e-10,1.1836087,7.024341,69.900375
1.793369e-09,1.2088037,8.157007,69.11624
1.2087326e-09,1.2225776,6.829432,75.2765
1.6949022e-09,1.2112876,7.3558593,76.12004
2.4316205e-09,1.2151678,5.8053823,70.98539
1.5597503e-09,1.1826411,7.513355,74.38257
3.5175944e-09,1.151452,7.658188,69.7564
2.1276494e-09,1.2507586,7.1819863,74.03532
1.5544677e-09,1.2084295,8.104198,62.171783
2.3564337e-09,1.172084,5.896606,75.62468
2.5260791e-09,1.1816102,6.8119426,62.574783
1.5186944e-09,1.1939502,6.2675653,80.785774
1.275792e-09,1.1724744,6.8694434,69.55094
2.4406663e-09,1.1551098,7.127167,73.762985
9.580563e-10,1.1227825,6.8408294,72.63663
2.4107585e-09,1.2137973,6.919073,74.12253
2.71201e-09,1.1695613,6.9957447,76.933716
3.5457095e-09,1.2314994,7.8227816,74.95468
2.4465678e-09,1.1852273,7.1056848,65.19308
2.4234323e-09,1.2007793,8.001666,85.09725
1.5659988e-09,1.3200918,6.713755,83.37713
2.919228e-09,1.1655219,6.68473,66.41977
1.0883802e-09,1.2091095,6.5751777,76.836
7.7767903e-10,1.2449542,7.237778,79.959206
5.965445e-10,1.25566,6.892542,72.5121
1.6752865e-09,1.2164248,7.3524714,82.49988
-6.022893e-10,1.2226417,7.6142077,76.693726
1.7059918e-09,1.1583334,7.429125,74.90919
2.3833548e-09,1.2178153,6.1483855,75.69796
1.1188362e-09,1.2534841,6.5833907,81.495804
8.606891e-10,1.3193308,6.7965264,77.19792
2.1680677e-09,1.1934111,6.390349,74.385254
1.3566539e-09,1.2722672,6.8977833,76.620094
2.9721525e-09,1.232479,7.3380284,74.77101
1.8085906e-09,1.2294815,7.164662,75.20962
1.7322721e-09,1.1787534,7.300511,73.6823
2.1288524e-09,1.2150221,6.7805448,77.35925
6.6493794e-10,1.1826104,6.6104093,78.57354
2.0782733e-09,1.2110318,7.2235737,77.31784
2.4384708e-09,1.2113146,7.151191,68.57306
1.289391e-09,1.2248205,8.134878,74.11238
2.3898226e-09,1.141021,6.7817316,70.635445
2.82169e-09,1.1908855,7.0803485,80.45442
3.3596292e-09,1.199762,7.0118203,69.335396
3.2739298e-09,1.2235464,7.5150604,79.48941
2.5445712e-09,1.2347629,6.9427752,78.78331
2.2802056e-09,1.2169368,7.7337193,70.118484
2.0453497e-09,1.1784978,6.5099063,71.40006
1.836304e-09,1.2640197,6.7759967,76.557236
1.6376602e-09,1.2361113,7.201436,68.25986
2.9768736e-09,1.2107118,6.818773,68.445435
2.5770088e-09,1.1269879,6.8626494,76.58301
3.3956807e-10,1.239203,7.4056244,69.97463
2.4226265e-09,1.1568415,6.654237,73.21598
2.2829183e-09,1.1649799,7.097698,66.02692
2.3521096e-09,1.1099546,7.8473473,74.82683
4.108434e-09,1.1794271,7.628082,74.906044
1.2081335e-09,1.1306578,6.7167788,71.49325
2.1926019e-09,1.1852883,7.4821267,76.71721
2.5911489e-09,1.2184428,7.5275416,78.89656
1.5766719e-09,1.2014328,6.745943,81.633354
9.855986e-10,1.1385069,7.424224,74.34534
3.045503e-09,1.2515404,6.559566,82.16246
1.6298575e-09,1.1639272,7.7776585,75.59731
1.6331894e-09,1.1981043,6.353747,78.5943
2.6849407e-09,1.250529,7.6627626,70.77332
1.9397666e-09,1.0958488,7.3081365,72.68685
2.2025473e-10,1.1936511,7.234245,74.23916
1.1094672e-09,1.2675748,7.049398,65.67509
2.1283382e-09,1.2564237,7.8827357,79.932434
2.0249815e-09,1.1908315,7.070675,76.67452
1.0120417e-09,1.1793789,7.838849,74.36684
3.4577943e-09,1.2636635,7.6844206,66.74822
1.2414489e-09,1.2360141,6.89128,77.47867
2.0625734e-09,1.2124038,6.4881773,75.715385
2.5097513e-09,1.2335385,8.088986,73.9698
2.5307398e-09,1.2602595,8.950366,79.24911
2.0389699e-09,1.2083035,6.9807816,73.36827
1.8955906e-09,1.2278339,6.1763144,77.42623
8.970405e-10,1.2141454,7.5168304,75.94448
1.0303545e-09,1.1744272,7.686276,70.2368
1.3575079e-09,1.1553104,6.6121736,74.224525
1.9849857e-09,1.2325493,7.419056,66.40323
2.3439748e-09,1.1812613,7.1326547,68.305916
2.0792197e-09,1.1485205,6.6263957,75.22797
1.8936972e-09,1.1595652,6.866066,71.93759
1.1837777e-09,1.2043673,6.764551,65.24304
2.7411704e-09,1.1214248,7.5970845,82.80197
1.3346523e-09,1.2201662,7.1791544,77.06238
3.1955905e-09,1.2072709,7.4006586,74.42615
1.9940092e-09,1.2243919,7.5680766,74.49479
2.9125866e-09,1.1467485,7.16197,67.33807
-2.8367578e-10,1.1599767,6.765136,72.266846
1.3185261e-09,1.1804777,7.4791884,76.83092
1.7335289e-09,1.205304,7.738594,74.97017
2.2566697e-09,1.1745906,6.627469,70.57398
2.1096818e-09,1.1875855,6.254622,78.37667
1.2994729e-09,1.2486457,7.271146,74.56726
1.822474e-09,1.1494329,7.029705,75.845535
1.8228907e-09,1.2587963,6.523225,72.16477
3.0261516e-09,1.1923548,6.8000693,81.37276
1.427206e-09,1.2848966,5.926196,71.88697
2.404722e-09,1.2759968,8.004326,72.32544
1.6743678e-09,1.215089,6.673774,77.14557
2.0282502e-09,1.1966512,7.256488,69.98385
1.7275932e-09,1.2767702,7.380788,79.61704
1.1644756e-09,1.1691287,7.0435557,80.52264
2.2074023e-09,1.1446629,5.9684916,72.77231
2.6296776e-09,1.2197876,6.707506,76.0629
7.159123e-10,1.1967661,6.514993,76.256744
1.5212601e-09,1.1712401,7.20828,68.211845
1.7117033e-09,1.1608893,7.8725963,77.12727
3.3506755e-09,1.2490966,6.828802,64.61943
2.16921e-09,1.2341075,8.039849,66.7018
1.6192601e-09,1.2518646,7.3703604,78.1978
2.0550146e-09,1.1884378,6.9366493,80.973885
1.485585e-09,1.1122246,7.615167,75.12356
1.6131896e-09,1.2146263,7.42379,77.284645
2.7626341e-09,1.2348939,7.3233156,70.67634
1.6227532e-09,1.0611534,6.8768444,81.7556
1.6756123e-09,1.1780742,7.464832,68.198616
1.5600028e-09,1.1594218,8.517381,78.445015
3.5054872e-09,1.1457617,6.8148136,77.08862
1.5082484e-09,1.2047276,7.7235317,79.13869
2.4250437e-09,1.2072585,6.3137264,67.40875
1.3750832e-09,1.2433482,7.7072735,78.07814
1.8632083e-09,1.220381,7.1297674,76.17771
1.467914e-09,1.1578826,6.5469112,67.48775
1.5856412e-09,1.1544552,7.218641,68.1544
3.544511e-09,1.0684553,6.8074975,72.990265
7.15104e-10,1.0948048,7.1874347,74.30904
2.1316167e-09,1.1334478,7.071688,77.03225
1.7767422e-09,1.2177274,6.7480364,78.04488
2.5736686e-09,1.234063,7.4620566,73.026245
2.0506228e-09,1.1960189,7.31689,63.380558
1.3219997e-09,1.1338338,7.7067604,75.73584
1.6304493e-09,1.1511614,7.11948,73.13733
1.427953e-09,1.2230815,7.889686,76.13013
9.1102786e-10,1.1917447,8.745573,75.599045
3.729801e-09,1.1548957,7.9228134,73.55163
7.809165e-10,1.2593919,7.6434145,77.21584
1.9483706e-09,1.2088325,7.932687,80.42979
2.532383e-09,1.2193692,6.3950343,76.44415
2.241526e-09,1.2076052,7.4428825,77.19524
3.046768e-09,1.0778148,8.175021,77.15511
7.9452767e-10,1.1988792,6.55866,75.09051
4.701975e-10,1.1675568,7.117326,82.281075
1.0903326e-09,1.1557003,7.3763194,67.900536
2.1119375e-09,1.1839479,7.4484286,64.82856
1.9409687e-09,1.2509285,6.989776,73.148476
6.0588334e-10,1.216784,7.023119,76.18135
3.8221972e-09,1.1460314,7.5239024,72.855225
7.6088436e-10,1.2124742,6.752419,73.3807
2.8554525e-09,1.1828216,7.278365,77.53197
2.0692437e-09,1.1695036,7.607128,74.817024
2.2872326e-09,1.2867367,7.021811,70.37084
9.56324e-10,1.1537054,7.1334143,69.94163
1.4891709e-09,1.1664072,6.9634495,71.84431
1.7872724e-09,1.185334,7.5537925,67.70982
1.2822231e-09,1.229814,6.8742194,85.079605
2.672321e-09,1.224504,7.521788,70.71074
3.8666623e-10,1.2341683,7.1845727,76.34456
1.9300168e-09,1.1516867,7.157181,77.68982
2.4733153e-09,1.2552427,7.3973722,77.85894
2.3623343e-09,1.1390022,7.8632784,65.828316
2.0232147e-09,1.2102007,6.951691,68.84922
3.0229172e-09,1.1467134,7.1240554,61.328323
3.1281886e-09,1.1421584,7.7985244,74.91882
1.8907005e-09,1.2209874,6.4219055,74.50234
2.118034e-09,1.1913148,6.7156224,71.779724
2.100895e-09,1.3216466,6.628277,76.76545
9.1505636e-10,1.179627,7.3472247,75.79882
2.8982938e-09,1.2575667,8.105576,76.475044
2.770464e-09,1.2463744,6.645336,73.63598
3.981012e-10,1.0603589,6.655726,77.26563
1.1521138e-09,1.2271528,7.774816,79.38202
1.719728e-09,1.169059,7.6809325,71.17094
1.0624226e-09,1.1437848,7.477466,81.63622
1.9990283e-09,1.27423,7.1058793,76.97249
1.3578921e-09,1.2863086,7.067823,78.47813
1.50653e-09,1.2267385,6.8539524,76.96244
3.799071e-09,1.1993848,7.0339785,74.26931
2.3346827e-09,1.1801201,7.4777136,73.77105
1.331811e-09,1.2435806,7.618496,77.211624
2.3365907e-09,1.2410626,7.852044,68.31002
2.4080724e-09,1.165388,7.4987426,79.02087
4.0029002e-09,1.1367568,7.11506,72.97666
2.9328184e-09,1.1895033,7.7613587,74.51755
2.6239142e-09,1.2510432,7.4214473,80.80868
1.2796775e-09,1.290527,7.0186377,72.35104
2.292258e-09,1.1585308,6.9498787,74.81366
1.6567969e-09,1.1833496,7.4414363,80.36444
2.2391562e-09,1.2184801,7.888732,79.60501
2.9474796e-09,1.2756407,6.263019,75.26071
6.5134004e-10,1.187352,6.8196554,72.84969
1.5093622e-09,1.2922832,7.59294,80.0398
2.664337e-09,1.1718086,8.144687,82.54721
2.4180467e-09,1.2123234,7.8862057,77.63762
1.5069306e-09,1.1762027,6.5300307,69.097565
1.6066289e-09,1.1931046,7.266108,68.48863
2.2533468e-09,1.2133348,6.896641,64.58957
2.58467e-09,1.2812456,6.9710765,70.61698
3.0414615e-09,1.1819633,6.9801483,82.7524
-1.2365663e-10,1.2876202,7.062274,74.85662
2.0373316e-09,1.1958907,7.257237,71.63563
1.1847694e-09,1.1957537,7.4115505,74.05827
1.1509406e-09,1.1726606,7.623494,71.49028
1.389483e-09,1.1785451,7.656428,77.81067
1.3010121e-09,1.2480716,6.682155,72.16865
1.774317e-09,1.2710277,7.244017,72.285446
2.7573084e-09,1.2675236,7.917694,74.42536
1.209454e-09,1.1282284,7.0445075,90.85156
1.9071178e-09,1.2620373,7.724254,72.660835
1.5465135e-09,1.0815383,7.8744493,73.35963
1.8442186e-09,1.1600192,7.6530776,73.4611
1.917822e-09,1.2108142,7.103234,71.54836
2.6803235e-09,1.2617571,7.391855,74.4725
3.5260217e-10,1.152638,6.900957,71.4553
1.5118247e-09,1.2328913,7.216429,89.327866
2.3591582e-09,1.1650695,7.158091,77.05141
2.0562814e-09,1.1441982,8.078987,72.66995
2.5384308e-09,1.2346315,8.131379,74.64076
2.7932539e-09,1.1251304,7.1071844,81.31321
2.8042912e-09,1.1700343,7.734876,73.68723
1.817014e-09,1.1678858,7.696708,75.77077
6.5272493e-10,1.1827706,6.819165,77.68129
1.7349194e-09,1.1045991,7.7314515,69.91771
3.749159e-09,1.1091039,6.889674,73.34399
2.1772733e-09,1.2357153,7.2586617,74.33688
1.6120891e-09,1.1048391,6.0994377,87.264175
1.3630462e-09,1.1201193,7.851765,70.54046
2.296507e-09,1.2217971,7.3518615,72.282135
1.2700021e-09,1.2493123,7.134971,78.291794
1.9708406e-09,1.2443259,7.5411377,68.708374
2.1570223e-09,1.1493237,7.5933323,68.302284
2.7058529e-09,1.234191,7.1560435,73.9486
1.9239903e-09,1.2818072,6.978289,76.038445
2.948e-09,1.1061275,6.918601,73.39857
2.2787023e-09,1.2216277,8.273589,72.38697
3.701643e-10,1.2138994,7.1717625,78.841835
2.1250097e-09,1.2070782,7.123733,64.57441
2.9757496e-09,1.1401312,6.865383,76.395096
2.0896687e-09,1.2664297,7.0195165,70.68665
1.6902143e-09,1.2521608,6.373006,70.16752
1.179168e-09,1.2506082,7.3483915,72.84529
1.0764202e-09,1.122831,7.2936034,82.6843
1.725711e-09,1.2811526,8.02483,70.19545
6.7862455e-10,1.1956828,7.1279435,71.89121
2.4313036e-09,1.2539314,8.66061,67.559456
2.801179e-09,1.2745919,8.418526,71.51244
2.2629418e-09,1.2044623,6.282489,81.828804
1.7585409e-09,1.1292958,6.381574,87.884705
3.4172372e-09,1.2326511,6.697796,67.0269
1.4532554e-09,1.1727171,7.5261755,73.08655
1.8496208e-09,1.2834868,7.1126547,80.13136
1.1936572e-09,1.1612319,7.3646913,74.48618
3.2270753e-09,1.1886758,7.2479134,68.56078
1.0003695e-09,1.2611876,6.244244,72.644585
2.024128e-09,1.1822133,7.410729,87.10499
2.600222e-09,1.2071754,8.102182,79.535095
6.801934e-10,1.234707,8.401828,70.838524
2.337349e-09,1.064996,7.691505,77.083565
1.5485069e-09,1.2380507,7.222357,67.14061
2.0869746e-09,1.1546819,6.5238943,76.9975
7.5868845e-10,1.1728054,7.580242,77.250374
1.0311503e-09,1.2409054,7.921899,81.53114
6.7486017e-10,1.2436626,7.203729,76.14095
2.3899676e-09,1.145687,7.231005,70.60932
2.0761846e-09,1.2289064,8.0818,66.12578
1.580833e-09,1.1619661,6.158323,76.56577
2.5520632e-09,1.1506467,7.59955,74.948364
1.4606107e-09,1.126798,6.798561,67.065094
2.301999e-09,1.1993268,7.427409,76.826454
3.0767786e-09,1.2590555,7.9543815,79.047676
1.9491875e-09,1.1681924,7.38573,74.444984
2.6549976e-09,1.2676446,7.61709,76.49763
3.5777696e-09,1.2599435,7.9259596,70.82101
2.0876914e-09,1.2566183,7.3012433,75.057014
1.6859468e-09,1.1741552,8.20748,77.66305
2.1682014e-09,1.2275555,6.55073,75.97032
2.5237086e-09,1.1383564,8.042843,76.72101
1.6037918e-09,1.2775079,6.9863343,72.12558
7.164777e-10,1.1645098,7.2328024,77.00139
2.7569782e-09,1.146871,6.9744625,88.83233
2.1646778e-09,1.1987836,7.9071617,77.87019
1.9788704e-09,1.2300351,7.819547,75.14782
1.5270779e-09,1.1984811,6.6053457,71.207954
3.5973993e-09,1.2323747,8.472464,70.57763
2.6763554e-09,1.1987323,7.7634726,75.02621
3.63268e-09,1.2566812,6.7825956,65.12642
2.7794056e-09,1.1776682,6.4298463,65.21686
6.683715e-10,1.1755269,7.47865,81.527214
2.4864717e-09,1.070284,7.217563,70.73635
2.6198423e-09,1.159181,7.574678,72.22274
1.3378529e-09,1.1968304,7.180834,77.9754
1.1075425e-09,1.1332166,7.2452307,80.461395
2.2090736e-09,1.1593931,7.9945397,64.60271
3.1132292e-09,1.1982198,6.9594827,81.24595
2.1845674e-09,1.2220386,6.284124,75.961716
2.1114195e-09,1.3049992,7.324237,75.96846
3.1457577e-09,1.2462723,7.130465,68.63461
9.699842e-10,1.2471311,6.9011936,74.806335
2.4935214e-09,1.198046,7.076885,70.130646
3.4967875e-09,1.2613698,7.584946,73.54566
2.542089e-09,1.1641339,7.506703,72.24436
2.7548106e-09,1.1995406,7.1499166,71.71707
1.3995379e-09,1.143852,7.017125,71.38332
3.0771277e-09,1.1163505,7.704024,73.2348
2.567728e-09,1.1152993,6.178558,71.45371
4.1830087e-10,1.2683182,7.646443,70.62067
2.3004454e-10,1.1182595,7.2332478,72.59274
2.6101332e-09,1.2270497,7.069186,69.10751
2.674959e-09,1.2604162,7.1711216,76.55314
1.8370369e-09,1.162196,7.0680394,70.88407
1.2503942e-09,1.1537415,7.5016236,70.2987
1.5258828e-09,1.1705028,7.191102,72.45843
1.8818627e-09,1.2175112,7.2809463,70.67119
2.2480797e-09,1.2253904,7.745421,68.197075
1.3874499e-09,1.0943525,7.0647597,75.72056
2.5215616e-09,1.1039081,7.075108,67.629166
2.9932217e-09,1.2505076,7.0099773,74.06957
2.226597e-09,1.2987475,6.3541517,76.38512
7.3392753e-10,1.1563187,7.433496,73.557274
3.29152e-09,1.1427723,7.8110414,75.748146
3.2121454e-09,1.248087,6.883239,75.57226
8.533714e-10,1.1116452,7.3809824,67.00916
3.9888857e-09,1.1892558,6.715175,83.2786
1.6000219e-09,1.1351827,7.6635404,70.94012
1.4073336e-09,1.2199609,7.3204684,75.28685
1.3483885e-09,1.1370107,7.883012,67.377
2.6618405e-09,1.205992,6.846205,76.69244
2.0153295e-09,1.3147216,6.8792634,77.15109
2.2987845e-09,1.2215031,7.2039833,79.43504
2.962399e-09,1.1877241,7.5587077,73.657364
2.420811e-09,1.11421,7.0323296,73.81732
2.0786746e-09,1.1330682,6.104108,71.71943
3.7533505e-09,1.2527456,7.1825094,73.74485
1.3899881e-09,1.143364,7.4485173,81.8936
2.7073517e-09,1.1872208,7.583138,76.05469
1.3405311e-09,1.178839,7.4472404,73.10965
1.4158347e-09,1.181656,7.7580113,67.76804
6.195146e-10,1.1998968,7.6086373,75.14091
1.422755e-09,1.1910759,7.7346582,78.692375
1.4244369e-09,1.1007634,8.297677,77.66612
2.5580909e-09,1.2200543,7.6199956,80.27327
2.143023e-09,1.121076,7.622307,72.43836
9.163823e-10,1.1359982,6.3513856,81.43009
1.6642951e-09,1.3034785,7.853702,74.50323
2.3777564e-09,1.2601442,6.962473,68.6179
2.0032571e-09,1.2428203,6.9409504,83.49264
2.1504736e-09,1.1107323,7.156324,66.15098
1.1958283e-09,1.3119226,7.8137226,73.99031
2.075733e-09,1.2275068,7.3461967,74.417145
1.3179101e-09,1.1968101,6.911196,66.061325
3.0740774e-09,1.2808646,7.034692,75.27603
1.8397456e-09,1.1570174,7.402822,78.71859
1.2714731e-09,1.1839849,7.72821,72.94594
8.2666807e-10,1.2046528,6.972495,75.95559
2.095938e-09,1.1900375,6.675281,68.4093
1.7719887e-09,1.2875615,7.9723487,69.88233
1.8156286e-09,1.1570997,7.534951,72.322784
2.5541789e-09,1.1889548,6.3801446,82.07548
2.6498896e-09,1.2048551,7.643152,75.258255
1.1212362e-09,1.1671184,7.3363833,70.87897
2.0818403e-09,1.2117399,7.2373824,65.69232
2.0500135e-09,1.2240689,7.0599866,84.47691
4.143717e-09,1.2255511,6.9286585,77.70673
1.7663733e-09,1.2103642,7.0452933,72.454315
1.1173962e-09,1.2147411,6.8476686,77.98879
3.0660583e-09,1.150556,7.275442,80.04165
1.1654383e-09,1.2581716,8.045035,77.63869
2.3141409e-09,1.2047365,7.451711,75.72329
1.2729304e-09,1.1192732,7.5524044,74.210625
1.4002779e-09,1.1933712,7.2580953,79.87543
2.0673798e-09,1.2362202,6.4314804,79.178406
3.2273384e-09,1.2248489,7.198596,75.64758
2.3781968e-09,1.2302729,6.204049,70.83817
2.6633487e-09,1.2584796,6.6710505,73.75054
2.173551e-09,1.2401626,5.998002,71.95566
1.5337808e-09,1.1824929,7.094208,73.09477
1.2722382e-09,1.1342694,7.518521,72.04872
1.5724732e-09,1.2487681,8.381558,76.145
2.5910074e-09,1.1436623,7.103697,62.144882
9.210584e-10,1.2174615,7.559673,77.72981
2.5249653e-09,1.1331505,6.7705417,75.40098
1.2800402e-09,1.2528199,6.3980618,60.873463
2.4202078e-09,1.2510608,6.882909,77.409294
9.58773e-10,1.1541564,6.7537055,74.17074
2.3121216e-09,1.1739742,7.342142,74.35014
2.1585114e-09,1.2288029,6.776854,77.97924
2.6477192e-09,1.2416419,7.2910886,78.06731
6.859677e-10,1.1874073,7.8124146,71.45791
1.2683803e-09,1.2538677,6.8841333,79.900024
2.5042124e-09,1.1899248,7.3989177,79.11977
9.896723e-10,1.2019707,7.1520395,70.297165
2.4945879e-09,1.2430592,6.7656255,78.597626
3.5747116e-09,1.2497618,7.652075,76.62791
2.1865068e-09,1.1281716,7.3420215,67.18181
2.3608329e-09,1.2351238,7.956467,66.98717
2.2866682e-09,1.2247092,7.0509343,65.67605
2.3528415e-09,1.192974,6.6237316,71.41316
9.632529e-10,1.1556695,6.65677,78.7299
-1.8926307e-11,1.2622304,7.6679883,77.35544
1.4234828e-09,1.2129836,7.5647283,77.25187
2.5407594e-09,1.2238069,7.487065,75.266426
1.6392728e-09,1.1719162,7.788143,63.08445
1.5410488e-09,1.1952797,7.328229,67.77642
2.023623e-09,1.1575501,6.6924367,77.52051
2.8058313e-09,1.256553,7.9318275,75.093925
9.22993e-10,1.2052585,6.5004973,77.53667
1.878892e-09,1.1892934,7.7279167,65.87284
1.6419635e-09,1.251002,7.3435707,81.845184
1.2249116e-09,1.1137244,7.279465,76.93138
1.5297312e-09,1.2353262,7.819041,77.35097
1.1738568e-09,1.2487526,6.9519286,67.208
3.8806127e-09,1.1922493,7.9444084,76.030136
2.923874e-09,1.1963203,7.267269,74.48841
1.5350217e-09,1.1728418,6.978742,77.3209
8.6572316e-10,1.1891413,7.005715,72.42534
2.1764068e-09,1.2414461,6.723792,71.10668
2.0318758e-09,1.2202232,6.999312,70.25514
3.131738e-09,1.2659699,6.635392,80.50996
2.0482613e-09,1.1738776,7.641168,75.8556
1.6703873e-09,1.1701651,7.340847,76.57023
1.0040416e-09,1.2139448,7.1705904,71.22162
1.212137e-09,1.2143251,7.0715747,75.45914
1.6974367e-09,1.2468702,7.13608,74.78563
2.9608047e-09,1.1743147,7.4133697,75.14801
2.0666493e-09,1.1803489,7.730238,81.27854
2.6775888e-09,1.1084938,7.540939,73.77578
2.364512e-09,1.1915549,7.370709,77.96466
4.08019e-09,1.2218292,7.2736783,63.489655
1.8874955e-09,1.1485641,7.8164444,75.17262
2.0470003e-09,1.12594,7.61683,80.8053
2.7277047e-09,1.2250844,6.942535,75.55303
2.9076912e-09,1.2121843,7.451017,77.55927
2.5641325e-09,1.2336489,7.7558284,84.490135
2.1492097e-09,1.1940037,7.1594653,66.42536
2.723896e-09,1.2134535,7.3550143,79.54394
2.4294375e-09,1.1431199,7.210438,78.37468
1.6360843e-09,1.142874,6.9721746,78.403625
1.5693494e-09,1.1606196,6.504671,70.51771
1.3919084e-09,1.120883,7.150252,69.69891
2.7614333e-09,1.2118894,6.561953,73.64885
3.113405e-09,1.1782377,7.2607894,64.41892
2.4418534e-09,1.1714203,8.2376175,80.77184
2.9454237e-09,1.1905566,8.484522,64.38099
1.602175e-09,1.1663604,6.8909354,79.88125
1.4469933e-09,1.1456107,7.666284,88.3247
2.0059885e-09,1.3156935,6.6334586,72.922745
2.9646718e-09,1.2517729,6.5973177,65.91731
2.2966926e-09,1.1696427,7.1094913,72.66223
4.166288e-09,1.2793118,6.2742333,80.267
2.5489792e-09,1.2908278,6.556966,74.44695
2.3993578e-09,1.1748292,6.637691,76.1511
3.3020826e-09,1.0811564,8.180577,72.55102
1.4823744e-09,1.1955245,6.8090353,81.9425
2.0378792e-09,1.1901437,7.425981,75.08615
2.5114688e-09,1.1635543,7.4968314,70.95786
2.0880568e-09,1.1576104,7.027771,68.03828
2.9441385e-09,1.2183945,7.6846747,82.999825
1.6617561e-09,1.2060521,6.7736998,77.45689
1.4216176e-09,1.2187173,7.646004,72.95948
3.1873941e-09,1.1583502,6.09249,67.615555
9.0161845e-10,1.1189753,7.2255297,76.864174
2.181908e-09,1.190109,6.600964,78.14574
3.207604e-09,1.1990781,7.1784673,79.85866
2.049498e-09,1.2138585,7.505482,69.40301
2.9940188e-09,1.2447975,6.621493,71.27847
3.1736243e-09,1.176792,6.923346,78.24945
1.4504551e-09,1.1426741,7.740349,67.125916
3.23402e-09,1.1942706,7.88354,68.59106
3.0149379e-09,1.187956,7.406257,68.71652
2.1068964e-09,1.1192253,7.2909727,80.116234
2.563853e-09,1.2177057,7.172011,78.7322
3.7734424e-09,1.1704695,7.5204606,80.88559
7.9937607e-10,1.137117,7.3502936,65.17595
2.4428515e-09,1.1824765,6.946366,76.25023
8.111731e-10,1.2034724,7.045884,80.61408
1.5859292e-09,1.1599193,7.459547,81.04196
8.404699e-10,1.2632936,6.324743,71.683266
2.234773e-09,1.2256143,7.3161964,74.16169
3.0474445e-09,1.1830207,7.468883,80.66777
2.070648e-09,1.289181,8.241973,72.613464
2.357389e-09,1.2733326,7.4742002,73.4714
9.918437e-10,1.1708539,7.0555825,79.69413
1.959358e-09,1.1392305,6.3423514,82.72561
1.0630821e-09,1.1265519,7.782243,73.030876
4.133558e-09,1.226104,7.9747877,73.44586
2.3755526e-09,1.2100745,7.0586653,78.71056
2.1526747e-09,1.2586807,7.041146,82.15746
2.4598021e-09,1.2381476,7.6311016,72.70817
1.9163122e-09,1.3070608,7.105438,77.611885
1.5919465e-09,1.3005522,7.672854,69.43054
1.5452786e-09,1.1590642,7.3485937,75.81316
2.0361062e-09,1.2376134,7.1482644,71.77608
